CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,EstimatedSalary,Exited,Satisfaction Score,Point Earned,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,Geography_Germany,Geography_Spain,Gender_Male,CHURN_PREDICT,CHURN_PROB
764,30,5,0.0,2,0,105155.66,0,3,876,0,0,0,0,0,1,0,0.0327
727,41,10,0.0,2,0,47468.56,0,5,408,0,0,0,0,1,0,0,0.1949
724,29,6,0.0,2,0,64729.51,0,5,957,0,0,1,0,0,0,0,0.072
749,42,9,222267.63,1,0,101108.85,1,4,763,1,0,0,0,1,1,0,0.4987
706,47,10,144090.42,1,1,140938.95,1,5,240,0,0,0,1,0,0,1,0.7716
728,30,10,114835.43,1,0,37662.49,0,5,548,0,1,0,0,0,1,0,0.1052
636,44,2,0.0,2,0,86414.41,0,1,663,0,0,1,0,0,1,0,0.1179
634,34,3,145030.92,1,1,41820.65,0,5,529,0,0,0,0,0,1,0,0.1914
627,43,8,71240.3,1,0,127734.16,0,2,415,0,0,0,0,0,1,0,0.4857
518,59,5,138772.15,1,0,123872.0,0,4,968,0,1,0,0,0,1,0,0.4456
687,29,7,93617.07,1,0,113050.92,0,2,856,0,1,0,0,1,0,0,0.2191
622,23,8,0.0,2,1,131389.39,0,3,390,0,0,1,0,1,0,0,0.0548
693,45,4,0.0,2,1,26589.56,0,5,898,0,0,1,0,1,0,0,0.1727
450,25,9,74237.2,2,0,195463.35,0,3,547,0,0,1,0,1,1,0,0.2171
664,49,5,127421.78,2,1,108876.75,1,2,923,0,1,0,1,0,0,1,0.6583
663,28,8,61274.7,2,1,136054.45,0,4,244,0,1,0,0,1,0,0,0.1994
660,34,8,106486.66,2,0,182262.66,0,5,322,0,0,1,0,0,1,0,0.1262
579,29,10,73194.52,2,1,129209.09,0,1,853,0,1,0,0,0,0,0,0.1174
655,44,6,146498.76,1,1,64853.51,1,1,472,0,1,0,1,0,0,1,0.8366
683,47,1,0.0,2,1,148989.15,0,5,745,0,1,0,0,0,1,0,0.1387
655,32,2,0.0,1,1,71047.51,0,2,506,0,0,0,0,0,0,0,0.3368
575,30,8,0.0,2,1,185341.63,0,3,597,1,0,0,0,1,0,0,0.047
574,30,5,120355.0,1,1,137793.35,0,3,420,0,0,1,0,1,1,0,0.1872
795,32,2,117265.21,1,1,198317.23,0,2,333,0,1,0,0,0,1,0,0.1215
776,43,4,0.0,2,0,162137.5,0,1,228,0,0,0,0,0,0,0,0.2428
707,52,7,0.0,1,1,109688.82,1,1,533,0,0,1,0,1,0,1,0.8191
705,37,3,109974.22,1,1,36320.87,1,3,637,0,0,1,1,0,0,1,0.6175
678,44,2,98009.13,2,0,31384.86,0,3,985,0,0,1,1,0,0,0,0.3561
663,34,10,0.0,1,1,114083.73,0,3,664,0,1,0,0,0,1,0,0.2526
748,66,8,0.0,1,1,163331.65,0,4,671,1,0,0,0,0,1,0,0.4803
677,34,10,171671.9,1,1,50777.77,0,1,392,0,0,0,0,1,0,0,0.3266
634,63,10,0.0,2,1,30772.86,1,3,350,0,0,0,0,1,1,0,0.2431
350,60,3,0.0,1,0,113796.15,1,1,958,0,0,1,0,0,0,1,0.6342
727,61,0,128213.96,2,1,188729.08,1,1,708,0,0,1,0,0,1,0,0.4733
773,51,8,116197.65,2,1,86701.4,0,3,345,1,0,0,1,0,1,0,0.4543
675,39,1,0.0,2,1,153129.22,0,1,791,0,0,0,0,0,1,0,0.0519
649,36,6,86607.39,1,0,19825.09,0,3,998,0,1,0,0,1,0,0,0.24
552,29,10,0.0,2,1,12186.83,0,3,333,0,0,0,0,0,1,0,0.0516
761,62,5,98854.34,1,0,86920.97,1,3,327,0,0,0,1,0,1,1,0.8938
622,31,7,0.0,1,1,35408.77,0,2,978,0,1,0,0,0,1,0,0.22
615,59,8,0.0,2,1,165576.55,0,2,948,0,0,0,0,0,1,0,0.2027
681,31,4,97338.19,2,0,48226.76,0,4,675,0,0,1,1,0,1,0,0.1789
768,30,6,0.0,2,1,199454.37,0,2,297,1,0,0,0,0,1,0,0.0423
617,34,9,0.0,2,1,118749.58,0,1,561,0,1,0,0,1,1,0,0.0417
452,33,6,131698.57,2,1,151623.91,0,3,475,1,0,0,0,0,0,0,0.1238
807,37,10,130110.45,2,0,172097.95,0,4,539,0,0,0,1,0,1,0,0.2001
567,44,9,0.0,2,1,87677.15,0,1,240,0,0,0,0,1,1,0,0.185
603,24,1,165149.13,2,1,21858.28,0,1,872,0,1,0,0,1,1,0,0.143
617,37,9,101707.8,1,1,123866.28,0,5,425,1,0,0,0,1,0,0,0.246
701,34,3,105588.66,1,0,74694.41,0,4,316,0,0,1,0,0,0,0,0.1439
820,39,9,111336.89,1,1,16770.31,1,5,753,0,1,0,1,0,1,1,0.5065
438,60,7,78391.17,1,0,49424.6,0,4,262,1,0,0,0,0,1,0,0.4578
600,27,6,0.0,2,1,172031.22,0,2,292,0,0,1,0,1,0,0,0.0572
782,34,9,0.0,1,1,183021.06,1,2,441,1,0,0,0,0,1,0,0.3544
638,41,9,144326.09,1,1,73979.85,1,2,527,1,0,0,1,0,0,1,0.8018
850,27,1,101278.25,2,1,26265.18,0,4,859,0,0,1,1,0,1,0,0.142
741,19,8,108711.57,2,1,24857.25,0,3,812,0,0,1,1,0,0,0,0.1251
689,73,1,108555.07,1,0,167969.15,0,1,623,0,1,0,0,1,1,0,0.2674
743,35,1,146781.24,1,1,189307.7,0,2,273,0,0,0,1,0,0,0,0.3301
493,36,2,0.0,2,0,99770.3,0,2,229,0,1,0,0,0,0,0,0.1022
416,35,8,0.0,1,0,119712.78,0,2,244,0,0,0,0,1,1,0,0.3316
725,25,9,0.0,2,1,168607.74,0,2,922,0,0,1,0,0,0,0,0.0535
497,34,2,0.0,2,1,83087.13,0,5,502,0,0,0,0,0,1,0,0.0441
537,66,8,103291.25,2,1,130664.79,0,4,458,1,0,0,1,0,1,0,0.4523
706,29,1,209490.21,1,1,133267.69,1,2,243,0,0,0,0,1,0,0,0.3149
651,38,2,0.0,3,1,67029.82,1,2,431,0,1,0,0,1,1,1,0.5974
720,33,2,0.0,2,0,141031.08,0,2,633,1,0,0,0,0,1,0,0.03
797,45,8,0.0,1,0,125110.02,0,2,456,0,0,0,0,0,1,1,0.6344
543,23,5,0.0,2,1,117832.39,0,2,710,0,1,0,0,1,1,0,0.016
454,34,4,0.0,2,1,198817.72,0,2,731,0,1,0,0,0,1,0,0.0762
691,37,9,149405.18,1,1,146411.6,0,5,562,0,0,0,0,0,1,0,0.1552
510,52,6,191665.21,1,1,131312.56,1,4,297,0,0,1,0,0,0,1,0.8758
792,40,7,0.0,1,1,141652.2,0,1,538,0,0,0,0,1,0,1,0.5328
721,41,6,135071.12,1,1,64477.25,0,3,330,0,0,1,0,0,1,0,0.4594
765,41,2,0.0,2,0,191215.61,0,4,547,0,0,0,0,0,1,0,0.0787
850,39,8,0.0,2,1,37090.44,0,3,995,0,0,0,0,1,1,0,0.0792
681,38,6,181804.34,2,1,57517.71,0,1,309,0,0,1,1,0,1,0,0.1913
586,60,3,47020.65,2,0,63241.21,1,3,850,0,1,0,0,0,0,1,0.6896
753,36,7,128518.98,1,1,44567.83,1,4,358,0,1,0,0,0,0,0,0.3402
593,38,5,142658.04,2,0,135337.11,0,1,698,1,0,0,1,0,0,0,0.2676
674,21,9,120150.39,2,1,33964.03,0,3,515,0,0,0,0,0,0,0,0.1073
610,35,7,81905.95,1,1,61623.19,0,3,402,1,0,0,0,0,0,0,0.2203
652,26,3,137998.2,2,0,168989.77,0,1,443,0,1,0,0,0,1,0,0.0839
850,26,8,123126.29,1,1,74425.41,0,5,240,0,0,0,1,0,0,0,0.3018
740,51,4,0.0,2,1,178929.84,0,4,850,0,0,1,0,0,0,0,0.2192
637,43,1,135645.29,2,0,101382.86,1,5,823,1,0,0,1,0,1,0,0.3556
685,31,7,122449.31,2,1,180769.55,0,5,946,1,0,0,0,1,1,0,0.084
558,40,4,161766.87,1,0,92378.54,0,2,628,0,0,0,0,1,1,0,0.428
677,37,3,0.0,2,1,38252.25,0,3,654,0,1,0,0,0,0,0,0.153
592,36,10,123187.51,1,0,146111.35,0,3,416,0,1,0,1,0,1,1,0.5553
652,36,9,150956.71,1,0,72350.17,0,2,507,1,0,0,1,0,1,0,0.3741
662,42,6,105021.28,1,1,48242.38,0,4,313,0,1,0,0,1,0,0,0.4915
543,64,4,0.0,2,1,148305.82,0,5,701,1,0,0,0,0,1,0,0.1425
675,50,1,133204.91,1,0,8270.06,0,1,467,0,1,0,0,1,0,0,0.4175
643,35,6,0.0,2,1,41549.64,0,1,704,0,1,0,0,1,0,0,0.0928
611,49,9,115488.52,2,1,138656.81,1,4,991,0,0,1,1,0,0,1,0.6355
412,29,5,0.0,2,0,12510.53,0,1,327,0,0,1,0,0,1,0,0.0657
638,41,7,0.0,2,1,43889.41,0,5,847,0,0,0,0,1,1,0,0.1287
824,38,3,0.0,2,1,192800.25,0,5,340,0,1,0,0,1,0,0,0.1454
683,40,1,0.0,2,0,75762.0,0,3,288,1,0,0,0,0,0,0,0.1654
562,39,6,130565.02,1,1,9854.72,1,5,481,0,0,0,1,0,0,1,0.5995
599,41,2,91328.71,1,1,115724.78,0,1,381,1,0,0,0,0,0,1,0.5208
753,35,4,0.0,2,1,106303.4,0,2,759,1,0,0,0,0,1,0,0.0119
594,50,7,81310.34,1,1,183868.01,0,4,439,0,0,1,0,0,1,1,0.5864
657,34,3,107136.6,1,1,153895.46,0,2,798,0,0,0,0,0,1,0,0.136
716,34,9,0.0,1,1,66695.71,0,3,980,0,0,0,0,1,1,0,0.1771
850,43,7,0.0,2,1,173851.11,0,3,368,0,0,0,0,0,1,0,0.1063
664,46,2,0.0,1,1,177423.02,1,5,816,0,1,0,0,0,1,1,0.7167
558,33,0,108477.49,1,1,109096.71,1,2,729,0,0,1,0,0,1,0,0.3093
606,40,1,144757.97,2,1,166656.18,0,3,743,0,0,1,1,0,1,0,0.3223
776,33,2,0.0,2,1,176921.0,0,2,536,1,0,0,0,1,1,0,0.0403
557,36,1,113110.26,1,1,98413.1,0,3,512,0,0,0,0,1,1,0,0.2394
614,27,9,106414.57,2,0,77500.81,0,2,825,0,0,1,0,0,0,0,0.1359
620,42,4,106920.91,1,0,119747.08,0,5,396,1,0,0,0,1,1,0,0.4306
695,35,7,0.0,2,1,160387.98,0,5,950,0,1,0,0,1,1,0,0.0324
729,39,1,131513.26,1,1,193715.0,0,1,751,0,1,0,1,0,0,0,0.4964
571,53,2,0.0,2,1,28045.77,0,5,266,0,0,1,0,0,0,0,0.3227
457,40,10,134320.23,2,1,150757.35,0,5,237,0,0,0,0,0,1,0,0.2959
559,29,3,79715.36,1,1,82252.28,0,3,956,1,0,0,0,0,0,0,0.1498
664,38,4,74306.19,2,1,154395.56,0,3,733,0,0,0,0,0,0,0,0.2826
500,50,5,0.0,4,1,83866.35,1,1,416,0,0,0,0,1,0,1,0.7751
782,42,7,126428.38,1,1,39830.1,0,1,367,1,0,0,1,0,1,1,0.6797
708,38,8,99640.89,1,1,12429.22,0,2,412,0,0,0,0,1,1,0,0.2093
681,43,3,66338.68,1,1,18772.5,1,5,350,0,0,0,0,0,1,1,0.6852
674,39,6,0.0,2,1,9574.83,0,3,629,0,0,1,0,1,0,0,0.1004
697,43,10,128226.37,1,0,188486.94,0,3,761,0,0,0,0,1,1,0,0.3009
774,26,5,0.0,2,1,64716.08,0,2,862,1,0,0,0,0,0,0,0.0495
624,36,6,0.0,2,0,84749.96,0,3,747,1,0,0,0,0,1,0,0.0297
747,37,1,0.0,2,0,180551.76,0,1,988,0,1,0,0,1,1,0,0.0804
715,32,10,0.0,2,1,60907.49,0,3,852,0,0,0,0,0,0,0,0.0674
808,24,4,122168.65,1,1,174107.04,0,4,233,1,0,0,0,0,1,0,0.1214
678,43,7,178074.33,1,0,110405.9,0,3,853,0,0,0,0,0,0,1,0.5626
813,59,2,135078.41,1,1,187636.06,1,1,709,1,0,0,1,0,1,1,0.7455
687,38,8,69434.4,2,1,66580.13,1,4,778,1,0,0,0,1,1,0,0.2598
832,29,5,0.0,2,1,178779.52,0,5,922,0,1,0,0,0,0,0,0.0788
668,72,2,0.0,2,1,70783.61,0,5,658,0,0,0,0,0,1,0,0.1006
526,34,3,122726.56,1,1,46772.36,0,1,429,0,1,0,1,0,1,1,0.6664
457,38,7,164496.99,1,1,163327.27,0,3,929,0,0,1,0,0,0,0,0.294
649,38,8,0.0,1,1,103760.53,0,2,858,0,0,1,0,1,0,0,0.4499
669,41,0,150219.41,2,0,107839.03,0,2,880,0,1,0,0,0,0,0,0.379
668,42,8,187534.79,1,1,32900.41,1,2,835,0,1,0,0,0,1,1,0.641
466,30,3,0.0,1,1,193984.6,0,2,671,0,1,0,0,0,0,0,0.2875
685,30,2,0.0,2,1,140889.32,0,2,936,0,0,0,0,0,1,0,0.017
610,34,0,103108.17,1,0,125646.82,0,1,738,0,0,0,0,0,1,0,0.1377
582,50,6,96486.57,2,1,20344.02,0,3,355,0,1,0,1,0,0,1,0.542
702,36,9,90560.48,2,1,174268.87,0,2,941,0,1,0,1,0,1,0,0.1419
556,46,3,131764.96,1,1,108500.66,1,5,606,0,0,1,0,1,1,1,0.6519
812,24,1,92476.88,1,0,83247.14,0,4,816,1,0,0,0,1,0,0,0.1474
645,47,9,152076.93,1,1,121840.2,1,3,309,1,0,0,1,0,1,1,0.7718
809,43,2,0.0,2,1,132908.07,0,1,706,0,1,0,0,0,1,0,0.1153
560,49,4,0.0,1,1,100075.1,1,1,533,0,0,0,0,0,1,1,0.7936
744,29,1,43504.42,1,1,119327.75,0,1,607,0,1,0,0,0,1,0,0.4034
731,39,2,0.0,2,1,136737.13,0,2,665,0,0,1,0,1,0,0,0.1042
471,28,5,0.0,2,1,22356.97,0,1,583,0,1,0,0,1,0,0,0.0961
686,38,2,93569.86,3,0,10137.34,1,4,844,0,1,0,1,0,0,1,0.7911
668,45,4,102486.21,2,1,158379.25,0,4,823,1,0,0,0,1,1,0,0.3823
575,36,1,0.0,1,0,94570.56,0,4,319,1,0,0,0,0,1,0,0.2909
435,37,8,114346.3,1,0,980.93,1,1,426,0,1,0,1,0,1,1,0.6274
743,23,3,110203.77,1,1,95583.45,0,1,476,0,1,0,0,0,1,0,0.0918
580,39,9,128362.59,1,1,86044.98,0,1,456,1,0,0,0,0,0,0,0.2907
599,49,10,143888.22,2,1,166236.38,1,4,383,0,0,1,1,0,0,1,0.7057
534,34,5,170600.78,1,0,5240.53,0,5,703,0,1,0,0,1,1,0,0.1512
680,32,5,0.0,1,1,150684.23,0,5,589,1,0,0,0,0,0,0,0.333
631,46,10,0.0,2,1,129508.96,0,2,687,0,0,0,0,1,0,0,0.2229
485,39,2,75339.64,1,1,70665.16,0,3,772,1,0,0,0,0,0,0,0.3244
699,40,8,122038.34,1,1,102085.35,0,4,547,0,0,0,0,0,0,1,0.5011
712,34,1,0.0,2,1,195052.12,0,1,966,0,1,0,0,0,1,0,0.0546
603,51,8,186825.57,1,1,93739.71,1,2,645,0,1,0,0,0,1,1,0.7802
850,40,6,124788.18,1,1,65612.12,0,4,657,0,1,0,0,0,1,0,0.4013
584,41,3,0.0,2,1,160095.48,0,4,796,0,0,1,0,0,0,0,0.1533
604,71,2,0.0,2,1,49506.82,0,2,687,0,0,0,0,0,0,0,0.1321
586,51,2,138553.57,1,1,92406.22,0,4,832,0,0,0,0,0,1,1,0.6714
467,39,5,0.0,2,1,7415.96,0,5,994,0,0,1,0,1,1,0,0.0741
520,35,9,105387.89,1,1,25059.06,0,5,471,0,0,0,0,0,1,0,0.1139
683,40,4,95053.1,1,1,116816.54,1,5,777,0,1,0,0,1,1,1,0.5591
557,36,3,0.0,1,0,144078.02,0,4,880,0,0,1,0,0,1,0,0.3137
613,32,0,0.0,2,0,126675.62,0,5,963,0,0,0,0,1,0,0,0.1165
786,34,3,137361.96,1,0,183682.09,0,1,872,0,0,1,0,0,1,0,0.1162
593,32,10,158537.42,1,1,166850.57,0,5,584,0,0,1,0,1,1,0,0.1596
670,29,9,0.0,2,1,27359.19,0,4,440,0,0,0,0,1,0,0,0.0835
657,48,5,143595.87,1,0,101314.65,1,4,944,0,1,0,1,0,0,1,0.8652
718,32,9,169947.41,2,1,27979.16,0,1,371,1,0,0,1,0,1,0,0.1057
623,24,7,148167.83,2,1,109470.34,0,3,884,0,1,0,0,0,0,0,0.1167
496,31,5,0.0,2,1,93713.13,0,3,836,0,0,0,0,0,1,0,0.0162
429,39,6,48023.83,1,1,74870.99,0,3,659,1,0,0,0,0,0,1,0.5342
606,36,1,155655.46,1,1,192387.51,1,4,1000,0,0,0,0,0,1,0,0.321
499,46,6,0.0,2,1,73457.55,0,5,809,0,1,0,0,0,0,0,0.2278
642,62,7,0.0,2,1,61120.75,0,3,729,0,0,1,0,0,1,0,0.1173
641,52,4,0.0,1,1,90964.54,1,1,742,0,0,1,0,0,0,1,0.8607
673,32,8,121240.76,1,1,116969.73,0,2,296,0,0,0,0,0,1,0,0.1265
570,36,3,0.0,2,1,92118.75,0,2,971,0,0,0,0,0,0,0,0.0755
472,37,1,0.0,2,1,48357.9,0,3,793,0,0,1,0,0,0,0,0.089
550,35,9,129847.75,2,1,197325.4,0,2,921,0,0,1,1,0,1,0,0.1758
625,55,8,118772.71,4,0,135853.62,1,1,532,0,1,0,1,0,0,1,0.9425
516,46,2,0.0,2,1,169122.54,0,4,786,1,0,0,0,0,1,0,0.1185
682,32,2,105163.88,2,1,164170.46,0,3,799,0,0,0,1,0,1,0,0.132
620,28,8,0.0,2,1,199909.32,0,4,933,0,0,1,0,0,1,0,0.0396
626,39,0,0.0,2,1,83295.09,0,2,272,0,0,0,0,0,0,0,0.1799
623,29,1,0.0,2,0,39382.06,0,2,252,0,0,1,0,0,0,0,0.0647
569,35,4,93934.63,1,1,184748.23,0,5,786,1,0,0,0,0,0,0,0.2216
724,69,5,117866.92,1,1,62280.91,0,3,876,0,1,0,0,0,0,0,0.3855
678,55,5,0.0,1,0,196794.11,1,5,222,1,0,0,0,0,0,1,0.75
713,26,4,122857.46,2,1,144682.17,1,1,709,0,1,0,0,1,0,0,0.3353
631,32,10,0.0,2,0,196342.66,0,3,556,0,0,1,0,0,1,0,0.0589
846,37,6,127103.97,1,1,41516.44,0,1,290,0,0,1,0,0,0,0,0.2426
660,43,1,0.0,1,0,112026.1,1,5,720,0,0,0,0,0,0,1,0.6972
567,54,9,96402.96,1,0,52035.29,1,1,376,0,1,0,0,0,1,1,0.5867
731,31,1,132512.26,1,1,185466.85,0,3,960,0,0,1,0,0,1,0,0.1269
693,47,8,107604.66,1,1,80149.27,0,5,446,0,0,1,0,1,1,0,0.487
772,34,9,0.0,2,1,170980.86,0,1,870,0,0,1,0,0,1,0,0.0354
657,38,7,0.0,2,1,185827.74,0,1,870,1,0,0,0,0,1,0,0.0488
774,34,4,120875.23,2,0,113407.26,0,5,948,0,0,1,1,0,1,0,0.147
667,37,9,71786.9,2,1,67734.79,0,2,818,0,0,1,0,0,0,0,0.2122
516,37,8,113143.12,1,0,3363.36,0,2,372,0,0,0,0,0,0,0,0.1784
551,49,1,150777.72,2,1,135757.27,0,5,986,0,1,0,0,1,1,0,0.4422
542,35,2,174894.53,1,1,22314.55,0,4,380,0,0,0,0,1,1,0,0.2172
623,28,7,0.0,1,0,129526.57,0,4,223,0,0,1,0,0,1,0,0.2614
701,43,2,160416.56,1,0,37266.43,0,1,998,0,0,1,0,0,0,0,0.4556
583,48,3,91246.53,1,1,60017.46,1,4,401,0,0,1,0,0,1,1,0.7983
731,46,10,0.0,2,1,153015.42,0,2,416,1,0,0,0,1,1,0,0.1865
461,35,5,0.0,1,1,54209.02,0,2,710,1,0,0,0,0,0,0,0.3304
702,23,7,98775.23,1,1,114603.96,0,5,291,1,0,0,1,0,0,0,0.2848
565,47,10,139756.12,1,1,165849.49,1,4,234,1,0,0,1,0,0,1,0.7663
711,42,3,177626.77,3,0,16392.72,1,1,788,0,1,0,0,1,1,1,0.8237
664,54,8,0.0,1,1,162719.69,1,5,742,0,0,1,0,0,1,1,0.6828
518,50,4,0.0,1,0,107112.25,1,2,225,0,1,0,0,1,1,1,0.652
728,42,8,0.0,2,0,41823.22,0,5,785,0,0,0,0,1,1,0,0.1606
585,37,6,152496.82,1,1,99907.29,0,3,405,0,0,1,1,0,1,0,0.3361
573,52,8,0.0,2,0,178229.04,0,2,481,0,0,1,0,0,1,0,0.2164
568,26,1,112930.28,2,1,22095.73,0,5,438,1,0,0,1,0,1,0,0.0849
602,26,8,113674.2,1,1,197861.16,1,3,368,0,0,0,1,0,0,0,0.3575
603,44,9,0.0,1,1,138328.24,0,5,696,0,0,0,0,0,1,1,0.542
687,38,0,144450.58,1,0,137276.83,0,3,385,0,0,1,0,0,1,0,0.2003
741,52,1,171236.3,2,0,21834.4,1,5,332,0,1,0,0,0,1,1,0.5843
469,37,9,96776.49,1,1,119890.86,0,4,406,0,1,0,0,1,1,0,0.2063
477,58,8,145984.92,1,1,24564.7,0,5,464,0,0,0,1,0,0,1,0.7422
737,43,8,96353.8,1,0,10209.8,0,1,373,0,0,0,1,0,1,1,0.6217
835,25,7,0.0,2,1,83449.65,0,3,343,0,0,1,0,0,1,0,0.0422
717,33,0,115777.23,1,1,81508.1,0,1,569,0,0,0,1,0,0,0,0.4881
562,51,7,122822.0,2,0,32626.21,0,3,461,1,0,0,0,0,0,0,0.494
758,61,2,0.0,2,1,43982.41,0,5,299,1,0,0,0,1,1,0,0.2079
408,40,3,0.0,2,0,124874.23,0,5,602,1,0,0,0,0,1,0,0.1336
650,32,4,79450.09,1,1,118324.75,0,5,315,0,0,1,0,1,0,0,0.289
582,33,2,122394.0,1,1,22113.93,0,3,273,1,0,0,1,0,1,0,0.4532
706,43,1,0.0,2,1,31962.77,0,4,994,0,0,1,0,1,0,0,0.189
567,41,0,134378.89,1,1,105746.94,0,5,624,0,0,0,1,0,1,1,0.5416
720,29,2,0.0,2,1,39925.52,0,5,398,0,1,0,0,0,1,0,0.0468
631,31,2,88161.85,2,1,127630.88,0,1,804,0,1,0,0,1,0,0,0.2249
623,41,2,142412.13,1,1,28778.98,0,4,729,0,0,0,0,1,1,0,0.4156
514,35,3,121030.9,1,1,10008.68,0,4,264,0,0,0,0,0,1,0,0.1543
650,35,3,165982.43,2,1,24482.16,0,2,306,0,1,0,1,0,0,0,0.1476
673,35,6,0.0,2,1,98618.79,0,5,222,0,0,1,0,1,0,0,0.0924
504,32,8,206663.75,1,0,16281.94,0,1,899,0,0,1,0,0,0,0,0.2393
723,37,3,94661.53,2,1,121239.65,0,2,279,0,0,1,1,0,1,0,0.207
645,25,0,174400.36,1,1,42669.37,0,5,600,1,0,0,0,0,1,0,0.2024
664,41,7,123428.69,1,1,164924.11,0,2,315,0,1,0,0,1,1,0,0.4737
760,43,6,175735.5,1,1,157337.29,0,2,927,1,0,0,0,1,1,0,0.3512
766,36,5,78381.13,1,0,153831.6,0,2,637,0,0,1,0,1,1,0,0.1794
634,37,5,115345.86,2,0,168781.8,0,3,261,1,0,0,0,0,1,0,0.1184
640,31,10,118613.34,1,1,168469.65,0,3,573,0,0,0,1,0,0,0,0.3927
784,28,2,109960.06,2,1,170829.87,0,2,797,0,0,0,1,0,1,0,0.1222
547,42,1,142703.4,1,1,86207.49,1,5,731,0,1,0,1,0,0,1,0.7211
608,40,8,121729.42,1,0,61164.45,0,4,802,0,0,0,1,0,0,1,0.7321
547,35,4,0.0,1,1,133287.73,0,1,305,1,0,0,0,0,0,0,0.4046
612,43,4,139496.35,2,1,77128.23,0,2,590,1,0,0,0,0,0,0,0.4077
573,28,8,0.0,2,0,77660.03,0,4,668,0,1,0,0,1,1,0,0.0334
615,32,5,138521.83,1,1,56897.1,0,3,777,0,0,1,0,1,1,0,0.2659
710,33,2,0.0,2,1,72945.32,0,4,221,0,0,0,0,0,0,0,0.0871
674,38,10,83727.68,1,1,45418.12,0,1,450,0,0,0,1,0,0,0,0.3919
702,38,9,0.0,2,1,158527.45,0,2,629,0,0,1,0,1,0,0,0.0692
616,37,9,0.0,1,1,111312.96,0,5,239,0,1,0,0,0,1,0,0.2576
688,32,6,124179.3,1,1,138759.15,0,1,539,1,0,0,0,1,1,0,0.105
605,36,7,128829.25,1,1,190588.59,0,2,879,0,0,1,0,0,1,0,0.2333
676,33,6,171490.78,1,0,79099.64,0,3,248,1,0,0,0,0,1,0,0.1856
708,33,3,0.0,2,1,138613.21,0,5,729,0,0,0,0,1,1,0,0.0288
745,38,7,0.0,2,1,194230.82,0,3,401,0,0,0,0,1,0,0,0.0752
661,20,8,0.0,1,1,110252.53,0,3,330,1,0,0,0,1,1,0,0.2137
726,31,9,0.0,2,1,106117.3,0,3,624,1,0,0,0,0,1,0,0.0217
475,40,7,160818.08,1,0,169642.13,1,5,219,1,0,0,0,0,1,0,0.3956
751,54,9,156367.6,2,0,116179.92,0,1,676,0,0,1,1,0,1,0,0.394
645,59,8,121669.93,2,0,91.75,1,5,291,0,0,1,1,0,0,1,0.5672
775,42,6,133970.22,2,0,187839.9,0,1,278,1,0,0,0,0,1,0,0.2356
540,41,3,0.0,2,1,121098.65,0,2,781,1,0,0,0,0,1,0,0.06
591,34,3,96127.27,1,0,30972.06,0,4,427,0,0,0,0,0,0,0,0.1169
596,60,7,121907.97,1,0,30314.04,0,5,774,1,0,0,0,1,1,0,0.4247
573,41,5,0.0,2,0,14479.29,0,3,508,1,0,0,0,1,1,0,0.0864
577,31,6,0.0,1,1,196395.25,0,4,458,1,0,0,0,1,1,0,0.2923
830,40,8,77701.64,1,0,19512.38,0,4,671,0,0,0,1,0,0,0,0.4229
663,67,9,0.0,3,1,72318.77,0,3,747,0,1,0,0,0,1,0,0.4873
421,34,2,0.0,2,1,96615.23,0,1,393,1,0,0,0,0,1,0,0.0912
718,34,5,113922.44,2,1,30772.22,0,2,503,0,0,0,0,1,1,0,0.0985
655,61,2,183997.7,2,1,161217.18,0,5,382,0,1,0,1,0,0,0,0.4675
712,23,2,0.0,2,0,66795.78,0,5,863,0,1,0,0,0,1,0,0.0455
663,28,4,0.0,2,1,123969.64,0,2,540,0,1,0,0,0,1,0,0.0137
640,47,6,89799.46,2,0,13783.77,1,4,857,0,1,0,0,0,0,1,0.5043
577,29,2,0.0,1,1,168924.41,0,2,665,1,0,0,0,1,1,0,0.2328
546,36,7,85660.96,1,0,134778.01,0,4,527,0,1,0,0,1,0,0,0.2345
802,37,9,115569.21,1,0,119782.89,0,1,927,1,0,0,1,0,1,0,0.4272
590,45,2,81828.22,1,1,52167.97,0,1,691,0,0,1,0,0,0,1,0.6539
594,18,1,132694.73,1,1,167689.56,0,3,323,0,0,1,1,0,1,0,0.3443
577,51,2,108867.0,1,0,140800.66,1,4,456,0,0,1,0,1,1,1,0.6448
541,39,7,0.0,2,1,19823.02,0,5,781,0,1,0,0,0,1,0,0.0503
781,27,5,0.0,2,0,72969.9,0,2,905,0,1,0,0,0,0,0,0.0545
806,34,2,96152.68,2,1,143711.02,0,2,303,1,0,0,1,0,1,0,0.1438
723,49,0,153855.52,1,1,180862.26,1,3,965,0,1,0,1,0,0,1,0.6839
535,45,2,0.0,2,1,125658.28,0,5,430,0,0,0,0,0,1,0,0.1649
768,36,3,141334.95,1,0,125870.5,0,3,277,0,0,0,0,0,0,0,0.1726
653,41,1,104584.11,1,1,15126.32,1,4,576,0,1,0,1,0,1,1,0.8392
803,50,8,98173.02,1,0,22457.25,1,5,642,0,1,0,1,0,0,1,0.822
545,44,1,0.0,2,1,82614.89,0,3,874,0,0,0,0,1,0,0,0.2193
581,38,3,135157.05,1,1,32919.42,0,3,622,0,0,1,1,0,0,1,0.5418
